"defense","rushing_yds","year"
"43764","MIA",1,"2012"
"43765","MIA",2,"2012"
"43766","MIA",2,"2012"
"43767","MIA",7,"2012"
"43768","MIA",0,"2012"
"43769","MIA",3,"2012"
"43770","NYJ",1,"2012"
"43771","NYJ",7,"2012"
"43772","NYJ",4,"2012"
"43773","NYJ",3,"2012"
"43774","NYJ",-2,"2012"
"43775","NYJ",4,"2012"
"43776","NYJ",1,"2012"
"43777","NYJ",0,"2012"
"43778","NYJ",0,"2012"
"43779","NYJ",8,"2012"
"43780","NYJ",3,"2012"
"43781","NYJ",4,"2012"
"43782","NYJ",3,"2012"
"43783","NYJ",4,"2012"
"43784","NYJ",2,"2012"
"43785","NYJ",0,"2012"
"43786","NYJ",0,"2012"
"43787","NYJ",4,"2012"
"43788","NYJ",12,"2012"
"43789","NYJ",1,"2012"
"43790","NYJ",-2,"2012"
"43791","NYJ",1,"2012"
"43792","NYJ",1,"2012"
"43793","NYJ",0,"2012"
"43843","NYJ",1,"2012"
"43844","NYJ",0,"2012"
"43845","NYJ",7,"2012"
"43846","NYJ",-5,"2012"
"43847","KC",8,"2012"
"43848","KC",2,"2012"
"43849","KC",1,"2012"
"43850","KC",6,"2012"
"43851","KC",6,"2012"
"43852","KC",9,"2012"
"43853","KC",2,"2012"
"43854","KC",3,"2012"
"43855","CLE",4,"2012"
"43856","CLE",-1,"2012"
"43857","CLE",10,"2012"
"43858","CLE",3,"2012"
"43859","CLE",1,"2012"
"43860","CLE",2,"2012"
"43861","CLE",11,"2012"
"43862","CLE",5,"2012"
"43863","CLE",9,"2012"
"43864","CLE",8,"2012"
"43865","CLE",1,"2012"
"43866","CLE",1,"2012"
"43867","CLE",22,"2012"
"43868","CLE",2,"2012"
"43869","CLE",2,"2012"
"43870","CLE",3,"2012"
"43871","CLE",3,"2012"
"43872","CLE",3,"2012"
"43873","CLE",-2,"2012"
"43874","CLE",4,"2012"
"43875","NE",2,"2012"
"43876","NE",12,"2012"
"43877","MIA",0,"2012"
"43878","MIA",2,"2012"
"43879","MIA",3,"2012"
"43880","MIA",4,"2012"
"43881","MIA",2,"2012"
"43882","MIA",3,"2012"
"43883","SEA",7,"2012"
"43884","MIA",-3,"2012"
"43885","NYJ",11,"2012"
"43886","NYJ",0,"2012"
"43887","NYJ",1,"2012"
"43888","NYJ",5,"2012"
"43889","NYJ",13,"2012"
"43890","HOU",1,"2012"
"43891","HOU",7,"2012"
"43892","HOU",9,"2012"
"43893","HOU",11,"2012"
"43894","HOU",5,"2012"
"43895","HOU",8,"2012"
"43896","HOU",-7,"2012"
"43897","HOU",7,"2012"
"43898","HOU",2,"2012"
"43899","HOU",-2,"2012"
"43900","HOU",10,"2012"
"43901","HOU",2,"2012"
"43902","HOU",3,"2012"
"43903","HOU",13,"2012"
"43904","OAK",11,"2012"
"43905","OAK",6,"2012"
"43906","OAK",3,"2012"
"43907","OAK",5,"2012"
"43908","OAK",1,"2012"
"43909","OAK",3,"2012"
"43910","OAK",1,"2012"
"43911","OAK",0,"2012"
"43912","OAK",2,"2012"
"43913","OAK",-2,"2012"
"43914","OAK",4,"2012"
"43915","OAK",1,"2012"
"43916","OAK",1,"2012"
"43917","OAK",3,"2012"
"43918","OAK",23,"2012"
"43919","OAK",2,"2012"
"43920","OAK",65,"2012"
"43921","OAK",7,"2012"
"43922","OAK",-2,"2012"
"43923","OAK",3,"2012"
"43924","OAK",4,"2012"
"43925","OAK",15,"2012"
"43926","OAK",5,"2012"
"43927","OAK",4,"2012"
"43928","OAK",6,"2012"
"43929","OAK",1,"2012"
"43930","NYJ",6,"2012"
"43931","NYJ",16,"2012"
"43932","NYJ",7,"2012"
"43933","NYJ",2,"2012"
"43934","NYJ",7,"2012"
"43935","NYJ",12,"2012"
"43936","NYJ",4,"2012"
"43937","NYJ",3,"2012"
"43938","NYJ",0,"2012"
"43939","NYJ",4,"2012"
"43940","ARI",5,"2012"
"43941","ARI",-1,"2012"
"43942","ARI",4,"2012"
"43943","ARI",1,"2012"
"43944","ARI",21,"2012"
"43945","ARI",9,"2012"
"43946","ARI",1,"2012"
"43947","ARI",-5,"2012"
"43948","ARI",-4,"2012"
"43949","ARI",4,"2012"
"43950","ARI",12,"2012"
"43951","ARI",-9,"2012"
"43952","ARI",1,"2012"
"43953","ARI",7,"2012"
"43954","ARI",15,"2012"
"43955","ARI",2,"2012"
"43956","ARI",4,"2012"
"43957","CIN",2,"2012"
"43958","CIN",-2,"2012"
"43959","CIN",7,"2012"
"43960","CIN",-1,"2012"
"43961","CIN",6,"2012"
"43962","CIN",5,"2012"
"43963","CIN",0,"2012"
"43964","CIN",5,"2012"
"43965","CIN",4,"2012"
"43966","CIN",13,"2012"
"43967","CIN",6,"2012"
"43968","CIN",0,"2012"
"43969","CIN",1,"2012"
"43970","CIN",2,"2012"
"43971","CIN",-2,"2012"
"43972","CIN",-1,"2012"
"43973","CIN",1,"2012"
"43974","CIN",3,"2012"
"43975","CIN",-1,"2012"
"43976","STL",9,"2012"
"43977","STL",-5,"2012"
"43978","STL",0,"2012"
"43979","STL",0,"2012"
"43980","STL",2,"2012"
"43981","STL",1,"2012"
"43982","STL",5,"2012"
"43983","STL",4,"2012"
"43984","STL",0,"2012"
"43985","STL",0,"2012"
"43986","STL",2,"2012"
"43987","STL",-1,"2012"
"43988","NYJ",0,"2012"
"43989","NYJ",19,"2012"
"43990","NYJ",5,"2012"
"43991","NYJ",1,"2012"
"43992","NYJ",4,"2012"
"43993","NYJ",0,"2012"
"43994","NYJ",4,"2012"
"43995","NYJ",6,"2012"
"43996","NYJ",3,"2012"
"43997","NYJ",-2,"2012"
"43998","NYJ",2,"2012"
"43999","NYJ",15,"2012"
"44000","NYJ",1,"2012"
"44001","NYJ",1,"2012"
"44002","IND",1,"2012"
"44003","IND",3,"2012"
"44004","IND",0,"2012"
"44005","IND",2,"2012"
"44006","IND",18,"2012"
"44007","IND",2,"2012"
"44008","IND",3,"2012"
"44009","IND",4,"2012"
"44010","IND",-1,"2012"
"44011","IND",9,"2012"
"44012","TEN",6,"2012"
"44013","TEN",3,"2012"
"44014","TEN",-3,"2012"
"44015","TEN",15,"2012"
"44016","BUF",2,"2012"
"44017","BUF",-5,"2012"
"44018","BUF",-1,"2012"
"44019","BUF",1,"2012"
"44020","BUF",4,"2012"
"44021","BUF",3,"2012"
"44022","BUF",-4,"2012"
"44023","BUF",8,"2012"
"44024","BUF",11,"2012"
"44025","BUF",1,"2012"
"44026","SEA",2,"2012"
"44027","SEA",-1,"2012"
"44028","SEA",11,"2012"
"44029","SEA",4,"2012"
"44030","SEA",4,"2012"
"44031","SEA",5,"2012"
"44032","SEA",21,"2012"
"44033","SEA",4,"2012"
"44034","SEA",-1,"2012"
"44035","SEA",2,"2012"
"44036","SEA",3,"2012"
"44037","SEA",22,"2012"
"44038","SEA",3,"2012"
"44039","SEA",8,"2012"
"44040","NE",6,"2012"
"44041","NE",-3,"2012"
"44042","NE",4,"2012"
"44043","NE",4,"2012"
"44044","NE",4,"2012"
"44045","NE",16,"2012"
"44046","NE",8,"2012"
"44047","NE",6,"2012"
"44048","NE",1,"2012"
"44049","NE",1,"2012"
"44050","NE",1,"2012"
"44051","NE",-3,"2012"
"44052","NE",14,"2012"
"44053","NE",6,"2012"
"44054","NE",-1,"2012"
"44055","SF",4,"2012"
"44056","SF",4,"2012"
"44057","SF",3,"2012"
"44058","SF",8,"2012"
"44059","SF",8,"2012"
"44060","SF",3,"2012"
"44061","SF",1,"2012"
"44062","SF",3,"2012"
"44063","SF",2,"2012"
"44064","SF",2,"2012"
"44065","SF",2,"2012"
"44066","SF",4,"2012"
"44067","SF",17,"2012"
"44068","SF",4,"2012"
"44069","JAC",5,"2012"
"44070","JAC",4,"2012"
"44071","JAC",0,"2012"
"44072","JAC",-3,"2012"
"44073","JAC",2,"2012"
"44074","JAC",4,"2012"
"44075","JAC",11,"2012"
"44076","JAC",2,"2012"
"44077","JAC",2,"2012"
"44078","JAC",-3,"2012"
"44079","JAC",0,"2012"
"44080","JAC",53,"2012"
"44081","JAC",1,"2012"
"44082","JAC",0,"2012"
"44083","JAC",3,"2012"
"44084","JAC",0,"2012"
"44085","JAC",9,"2012"
"44086","JAC",2,"2012"
"44087","JAC",1,"2012"
"44088","JAC",4,"2012"
"44089","JAC",7,"2012"
"44090","BUF",1,"2012"
"44091","BUF",4,"2012"
"44092","BUF",10,"2012"
"44093","BUF",0,"2012"
"44094","BUF",9,"2012"
"44095","BUF",3,"2012"
"44096","BUF",2,"2012"
"44097","BUF",5,"2012"
"44098","BUF",2,"2012"
"44099","BUF",1,"2012"
"44100","BUF",1,"2012"
"44101","BUF",8,"2012"
"44102","BUF",3,"2012"
"44103","BUF",5,"2012"
"44104","BUF",2,"2012"
"44105","BUF",4,"2012"
"44106","BUF",5,"2012"
"44107","BUF",-4,"2012"
"44108","BUF",4,"2012"
"44109","NE",1,"2012"
"44110","NE",2,"2012"
"44111","NE",-2,"2012"
"44112","NE",0,"2012"
"44113","NE",1,"2012"
"44114","NE",-3,"2012"
"44115","NE",9,"2012"
"44116","NE",18,"2012"
"44166","MIA",6,"2012"
"44167","MIA",5,"2012"
"44168","MIA",5,"2012"
"44169","MIA",4,"2012"
"44170","MIA",0,"2012"
"44171","MIA",7,"2012"
"44172","MIA",1,"2012"
"44173","MIA",3,"2012"
"44174","MIA",3,"2012"
"44175","MIA",14,"2012"
"44176","MIA",-1,"2012"
"44177","MIA",2,"2012"
"44178","MIA",4,"2012"
"44179","MIA",4,"2012"
"44180","MIA",12,"2012"
"44181","MIA",-4,"2012"
"44182","MIA",0,"2012"
"44183","MIA",-2,"2012"
"44184","MIA",6,"2012"
"44185","MIA",0,"2012"
"44186","MIA",2,"2012"
"44187","MIA",0,"2012"
"44188","MIA",7,"2012"
"44189","MIA",-1,"2012"
"44190","MIA",1,"2012"
"44191","MIA",1,"2012"
"44192","JAC",4,"2012"
"44193","JAC",4,"2012"
"44194","JAC",1,"2012"
"44195","JAC",3,"2012"
"44196","JAC",1,"2012"
"44197","JAC",-1,"2012"
"44198","JAC",1,"2012"
"44199","JAC",9,"2012"
"44200","JAC",3,"2012"
"44201","JAC",3,"2012"
"44202","JAC",18,"2012"
"44203","JAC",8,"2012"
"44204","JAC",15,"2012"
"44205","JAC",-1,"2012"
"44206","JAC",5,"2012"
"44207","JAC",3,"2012"
"44208","JAC",6,"2012"
"44209","JAC",3,"2012"
"44210","JAC",8,"2012"
"44211","JAC",1,"2012"
"44212","JAC",3,"2012"
"44213","JAC",2,"2012"
"44214","JAC",0,"2012"
"44215","JAC",1,"2012"
"44216","JAC",2,"2012"
"44217","JAC",5,"2012"
"44218","JAC",4,"2012"
"44219","JAC",-1,"2012"
"44220","DEN",11,"2012"
"44221","DEN",8,"2012"
"44222","DEN",22,"2012"
"44223","DEN",2,"2012"
"44224","DEN",1,"2012"
"44225","DEN",5,"2012"
"44226","DEN",1,"2012"
"44227","DEN",2,"2012"
"44228","DEN",1,"2012"
"44229","DEN",4,"2012"
"44230","DEN",3,"2012"
"44231","DEN",5,"2012"
"44232","DEN",5,"2012"
"44233","DEN",0,"2012"
"44234","DEN",4,"2012"
"44235","DEN",8,"2012"
"44236","DEN",1,"2012"
"44237","DEN",3,"2012"
"44238","DEN",9,"2012"
"44239","DEN",-2,"2012"
"44240","DEN",3,"2012"
"44241","DEN",2,"2012"
"44242","DEN",4,"2012"
"44243","DEN",3,"2012"
"44244","DEN",0,"2012"
"44245","TEN",5,"2012"
"44246","TEN",5,"2012"
"44247","TEN",3,"2012"
"44248","TEN",0,"2012"
"44249","TEN",3,"2012"
"44250","TEN",6,"2012"
"44251","TEN",0,"2012"
"44252","TEN",3,"2012"
"44253","TEN",7,"2012"
"44254","TEN",4,"2012"
"44255","TEN",7,"2012"
"44256","TEN",5,"2012"
"44257","TEN",3,"2012"
"44258","TEN",-3,"2012"
"44259","TEN",-1,"2012"
"44260","TEN",16,"2012"
"44261","TEN",5,"2012"
"44262","TEN",1,"2012"
"44263","TEN",3,"2012"
"44264","TEN",3,"2012"
"44265","TEN",8,"2012"
"44266","TEN",2,"2012"
"44267","TEN",2,"2012"
"44268","TEN",-1,"2012"
"44269","NYJ",3,"2012"
"44270","NYJ",2,"2012"
"44271","NYJ",46,"2012"
"44272","NYJ",0,"2012"
"44273","NYJ",8,"2012"
"44274","NYJ",21,"2012"
"44275","NYJ",13,"2012"
"44276","NYJ",4,"2012"
"44277","NYJ",3,"2012"
"44278","NYJ",4,"2012"
"44279","NYJ",4,"2012"
"44280","NYJ",2,"2012"
"44281","NYJ",2,"2012"
"44282","NYJ",5,"2012"
"44283","NYJ",3,"2012"
"44284","NYJ",8,"2012"
"44285","NYJ",1,"2012"
"44286","NYJ",1,"2012"
"44287","NYJ",1,"2012"
"44288","NYJ",1,"2012"
"44289","NYJ",4,"2012"
"44290","NYJ",0,"2012"
"44291","NYJ",12,"2012"
"44292","NYJ",8,"2012"
"44293","NYJ",1,"2012"
"44294","NYJ",0,"2012"
"44295","NYJ",-1,"2012"
"44296","NYJ",0,"2012"
"44297","NYJ",-4,"2012"
"44298","GB",4,"2012"
"44299","GB",2,"2012"
"44300","GB",2,"2012"
"44301","GB",-2,"2012"
"44302","GB",-1,"2012"
"44303","GB",1,"2012"
"44304","GB",1,"2012"
"44305","GB",3,"2012"
"44306","GB",1,"2012"
"44307","GB",5,"2012"
"44308","GB",3,"2012"
"44309","GB",-1,"2012"
"44310","GB",4,"2012"
"44311","GB",2,"2012"
"44312","GB",4,"2012"
"44313","GB",0,"2012"
"44314","GB",1,"2012"
"44315","BAL",3,"2012"
"44316","BAL",4,"2012"
"44317","BAL",8,"2012"
"44318","BAL",7,"2012"
"44319","BAL",5,"2012"
"44320","BAL",1,"2012"
"44321","BAL",9,"2012"
"44322","BAL",14,"2012"
"44323","BAL",2,"2012"
"44324","BAL",7,"2012"
"44325","BAL",-2,"2012"
"44326","BAL",2,"2012"
"44327","BAL",5,"2012"
"44328","BAL",8,"2012"
"44329","BAL",4,"2012"
"44330","BAL",1,"2012"
"44331","BAL",16,"2012"
"44332","BAL",2,"2012"
"44333","BAL",2,"2012"
"44334","BUF",10,"2012"
"44335","BUF",1,"2012"
"44336","BUF",5,"2012"
"44337","BUF",0,"2012"
"44338","BUF",11,"2012"
"44339","BUF",14,"2012"
"44340","BUF",21,"2012"
"44341","BUF",1,"2012"
"44342","BUF",4,"2012"
"44343","BUF",1,"2012"
"44344","BUF",3,"2012"
"44345","BUF",1,"2012"
"44346","BUF",2,"2012"
"44347","BUF",-4,"2012"
"44348","BUF",8,"2012"
"44349","BUF",3,"2012"
"44350","BUF",-2,"2012"
"44351","BUF",-2,"2012"
"44352","BUF",3,"2012"
"44353","BUF",5,"2012"
"44354","BUF",6,"2012"
"44355","BUF",2,"2012"
"44356","BUF",19,"2012"
"44357","BUF",-1,"2012"
"44358","CHI",4,"2012"
"44359","CHI",3,"2012"
"44360","CHI",1,"2012"
"44361","CHI",13,"2012"
"44362","CHI",1,"2012"
"44363","CHI",1,"2012"
"44364","CHI",0,"2012"
"44365","CHI",18,"2012"
"44366","CHI",0,"2012"
"44367","CHI",6,"2012"
"44368","CHI",3,"2012"
"44369","CHI",13,"2012"
"44370","CHI",6,"2012"
"44371","CHI",21,"2012"
"44372","CHI",1,"2012"
"44373","CHI",-9,"2012"
"44374","CHI",3,"2012"
"44375","CHI",-1,"2012"
"44376","CHI",4,"2012"
"44377","CHI",1,"2012"
"44378","CHI",-2,"2012"
"44379","CHI",7,"2012"
"44380","CHI",-1,"2012"
"44381","CHI",5,"2012"
"44382","CHI",7,"2012"
"44383","CHI",-1,"2012"
"44384","CHI",-3,"2012"
"44385","CHI",0,"2012"
"44386","CHI",1,"2012"
"44387","JAC",1,"2012"
"44388","JAC",10,"2012"
"44389","JAC",-2,"2012"
"44390","JAC",2,"2012"
"44391","JAC",2,"2012"
"44392","JAC",9,"2012"
"44393","JAC",6,"2012"
"44394","JAC",3,"2012"
"44395","JAC",13,"2012"
"44396","JAC",1,"2012"
"44397","JAC",-15,"2012"
"44398","JAC",7,"2012"
"44399","JAC",3,"2012"
"44400","JAC",0,"2012"
"44401","JAC",4,"2012"
"44402","JAC",2,"2012"
"44403","JAC",1,"2012"
"44404","JAC",3,"2012"
"44405","JAC",2,"2012"
"44406","JAC",0,"2012"
"44407","JAC",0,"2012"
"44408","JAC",2,"2012"
"44409","JAC",0,"2012"
"44410","JAC",6,"2012"
"44411","JAC",1,"2012"
"44412","JAC",6,"2012"
"44413","JAC",3,"2012"
"44414","JAC",7,"2012"
"44415","DET",4,"2012"
"44416","DET",0,"2012"
"44417","DET",2,"2012"
"44418","DET",11,"2012"
"44419","DET",3,"2012"
"44420","DET",6,"2012"
"44421","DET",-1,"2012"
"44422","DET",11,"2012"
"44423","DET",7,"2012"
"44424","DET",10,"2012"
"44425","DET",-3,"2012"
"44426","DET",15,"2012"
"44427","DET",1,"2012"
"44428","DET",1,"2012"
"44429","DET",11,"2012"
"44430","DET",2,"2012"
"44431","DET",11,"2012"
"44432","DET",3,"2012"
"44433","DET",-2,"2012"
"44434","DET",10,"2012"
"44435","TEN",2,"2012"
"44436","TEN",1,"2012"
"44437","TEN",3,"2012"
"44438","TEN",6,"2012"
"44439","TEN",1,"2012"
"44440","TEN",2,"2012"
"44441","TEN",7,"2012"
"44442","TEN",6,"2012"
"44443","TEN",2,"2012"
"44444","TEN",2,"2012"
"44445","TEN",0,"2012"
"44446","TEN",2,"2012"
"44447","TEN",2,"2012"
"44448","TEN",2,"2012"
"44449","NE",15,"2012"
"44450","NE",-1,"2012"
"44451","NE",5,"2012"
"44452","NE",2,"2012"
"44453","NE",2,"2012"
"44454","NE",-3,"2012"
"44455","NE",1,"2012"
"44456","NE",0,"2012"
"44457","NE",5,"2012"
"44458","NE",9,"2012"
"44459","NE",0,"2012"
"44460","NE",9,"2012"
"44461","NE",3,"2012"
"44462","NE",-2,"2012"
"44463","NE",1,"2012"
"44464","IND",5,"2012"
"44465","IND",1,"2012"
"44466","IND",2,"2012"
"44467","IND",4,"2012"
"44468","IND",5,"2012"
"44469","IND",3,"2012"
"44470","IND",1,"2012"
"44471","IND",4,"2012"
"44472","IND",2,"2012"
"44473","IND",4,"2012"
"44474","IND",3,"2012"
"44475","IND",31,"2012"
"44476","IND",10,"2012"
"44477","IND",6,"2012"
"44478","IND",6,"2012"
"44479","IND",0,"2012"
"44480","IND",6,"2012"
"44481","IND",-7,"2012"
"44482","IND",1,"2012"
"44483","IND",3,"2012"
"44484","IND",3,"2012"
"44485","IND",26,"2012"
"44486","IND",9,"2012"
"44487","IND",25,"2012"
"44488","IND",2,"2012"
"44489","IND",2,"2012"
"44490","IND",8,"2012"
"44491","MIN",-1,"2012"
"44492","MIN",2,"2012"
"44493","MIN",-2,"2012"
"44494","MIN",8,"2012"
"44495","MIN",-4,"2012"
"44496","MIN",5,"2012"
"44497","MIN",3,"2012"
"44498","MIN",1,"2012"
"44499","MIN",-1,"2012"
"44500","MIN",4,"2012"
"44501","IND",3,"2012"
"44502","IND",8,"2012"
"44503","IND",2,"2012"
"44504","IND",6,"2012"
"44505","IND",4,"2012"
"44506","IND",-3,"2012"
"44507","IND",3,"2012"
"44508","IND",0,"2012"
"44509","IND",5,"2012"
"44510","IND",5,"2012"
"44511","IND",3,"2012"
"44512","IND",13,"2012"
"44513","IND",3,"2012"
"44514","IND",39,"2012"
"44515","IND",2,"2012"
"44516","IND",3,"2012"
"44517","MIA",6,"2012"
"44518","MIA",0,"2012"
"44519","MIA",2,"2012"
"44520","MIA",2,"2012"
"44521","MIA",-4,"2012"
"44522","JAC",5,"2012"
"44523","JAC",9,"2012"
"44524","JAC",2,"2012"
"44525","JAC",25,"2012"
"44526","JAC",0,"2012"
"44527","JAC",8,"2012"
"44528","JAC",7,"2012"
"44529","JAC",-1,"2012"
"44530","JAC",2,"2012"
"44531","JAC",2,"2012"
"44532","JAC",1,"2012"
"44533","JAC",14,"2012"
"44534","DEN",5,"2012"
"44535","DEN",9,"2012"
"44536","DEN",4,"2012"
"44537","DEN",0,"2012"
"44538","DEN",3,"2012"
"44539","DEN",5,"2012"
"44540","DEN",2,"2012"
"44541","DEN",-2,"2012"
"44542","TEN",5,"2012"
"44543","TEN",1,"2012"
"44544","TEN",0,"2012"
"44545","TEN",7,"2012"
"44546","TEN",-2,"2012"
"44547","GB",10,"2012"
"44548","GB",1,"2012"
"44549","GB",3,"2012"
"44550","BAL",1,"2012"
"44551","BAL",4,"2012"
"44552","BAL",3,"2012"
"44553","BAL",7,"2012"
"44554","BAL",2,"2012"
"44555","BAL",5,"2012"
"44556","BAL",1,"2012"
"44557","BAL",9,"2012"
"44558","BAL",5,"2012"
"44559","BAL",10,"2012"
"44560","TEN",7,"2012"
"44561","TEN",8,"2012"
"44562","TEN",3,"2012"
"44563","NE",23,"2012"
"44564","NE",10,"2012"
"44565","NE",8,"2012"
"44566","NE",1,"2012"
"44567","NE",0,"2012"
"44568","NE",5,"2012"
"44569","NE",-2,"2012"
"44570","NE",1,"2012"
"44571","IND",5,"2012"
"44572","IND",0,"2012"
"44573","IND",-4,"2012"
"44574","IND",9,"2012"
"44575","IND",3,"2012"
"44576","MIN",0,"2012"
"44577","MIN",4,"2012"
"44578","MIN",13,"2012"
"44579","MIN",0,"2012"
"44580","IND",4,"2012"
"44581","IND",3,"2012"
"44582","HOU",2,"2012"
"44583","HOU",8,"2012"
"44584","HOU",1,"2012"
"44585","NYJ",1,"2012"
"44586","NYJ",3,"2012"
"44587","NYJ",4,"2012"
"44588","NYJ",4,"2012"
"44589","NYJ",6,"2012"
"44590","NYJ",7,"2012"
"44591","NYJ",1,"2012"
"44592","NYJ",4,"2012"
"44593","NYJ",0,"2012"
"44594","NYJ",4,"2012"
"44595","NYJ",5,"2012"
"44596","NYJ",1,"2012"
"44597","NYJ",4,"2012"
"44598","NYJ",3,"2012"
"44599","NYJ",9,"2012"
"44600","NYJ",5,"2012"
"44601","NYJ",3,"2012"
"44602","NYJ",3,"2012"
"44603","NYJ",2,"2012"
"44604","ARI",0,"2012"
"44605","ARI",0,"2012"
"44606","ARI",1,"2012"
"44607","ARI",3,"2012"
"44608","CIN",5,"2012"
"44609","CIN",2,"2012"
"44610","CIN",3,"2012"
"44611","CIN",1,"2012"
"44612","CIN",0,"2012"
"44613","CIN",4,"2012"
"44614","CIN",4,"2012"
"44615","CIN",3,"2012"
"44616","CIN",5,"2012"
"44617","CIN",2,"2012"
"44618","NYJ",5,"2012"
"44619","NYJ",2,"2012"
"44620","NYJ",-1,"2012"
"44621","NYJ",3,"2012"
"44622","NYJ",8,"2012"
"44623","NYJ",0,"2012"
"44624","NYJ",3,"2012"
"44625","NYJ",6,"2012"
"44626","NYJ",7,"2012"
"44627","NYJ",2,"2012"
"44628","NYJ",-1,"2012"
"44629","NYJ",4,"2012"
"44630","NYJ",2,"2012"
"44631","NYJ",1,"2012"
"44632","NYJ",1,"2012"
"44633","IND",6,"2012"
"44634","IND",20,"2012"
"44635","IND",2,"2012"
"44636","IND",1,"2012"
"44637","IND",3,"2012"
"44638","IND",5,"2012"
"44639","TEN",1,"2012"
"44640","TEN",7,"2012"
"44641","TEN",2,"2012"
"44642","TEN",8,"2012"
"44643","TEN",3,"2012"
"44644","BUF",3,"2012"
"44645","BUF",4,"2012"
"44646","BUF",1,"2012"
"44647","BUF",-1,"2012"
"44648","BUF",5,"2012"
"44649","BUF",0,"2012"
"44650","BUF",3,"2012"
"44651","BUF",2,"2012"
"44652","BUF",-1,"2012"
"44653","BUF",5,"2012"
"44654","BUF",8,"2012"
"44655","BUF",4,"2012"
"44656","SEA",20,"2012"
"44657","SEA",9,"2012"
"44658","SEA",8,"2012"
"44659","SEA",6,"2012"
"44660","SEA",2,"2012"
"44661","SEA",6,"2012"
"44662","SEA",2,"2012"
"44663","SEA",3,"2012"
"44664","SEA",4,"2012"
"44665","NE",3,"2012"
"44666","NE",1,"2012"
"44667","NE",1,"2012"
"44668","NE",-4,"2012"
"44669","NE",9,"2012"
"44670","SF",2,"2012"
"44671","SF",1,"2012"
"44672","JAC",6,"2012"
"44735","NE",1,"2012"
"44736","NE",5,"2012"
"44737","NE",4,"2012"
"44738","NE",1,"2012"
"44739","NE",2,"2012"
"44740","NE",-3,"2012"
"44741","NE",2,"2012"
"44742","NE",-3,"2012"
"44743","NE",0,"2012"
"44744","NE",0,"2012"
"44745","NE",-5,"2012"
"44746","SD",2,"2012"
"44747","SD",1,"2012"
"44748","SD",0,"2012"
"44749","SD",7,"2012"
"44750","SD",0,"2012"
"44751","SD",1,"2012"
"44752","SD",4,"2012"
"44753","SD",2,"2012"
"44754","DET",4,"2012"
"44755","DET",4,"2012"
"44756","DET",11,"2012"
"44757","DET",-7,"2012"
"44758","DET",3,"2012"
"44759","DET",11,"2012"
"44760","DET",1,"2012"
"44761","DET",3,"2012"
"44762","DET",-3,"2012"
"44763","DET",1,"2012"
"44764","DET",13,"2012"
"44765","DET",-1,"2012"
"44766","DET",-8,"2012"
"44767","DET",-8,"2012"
"44768","HOU",13,"2012"
"44769","HOU",5,"2012"
"44770","HOU",-1,"2012"
"44771","HOU",4,"2012"
"44772","HOU",-6,"2012"
"44773","HOU",9,"2012"
"44774","HOU",5,"2012"
"44775","HOU",6,"2012"
"44776","HOU",19,"2012"
"44777","HOU",4,"2012"
"44778","HOU",5,"2012"
"44779","HOU",0,"2012"
"44780","HOU",2,"2012"
"44781","HOU",2,"2012"
"44782","HOU",9,"2012"
"44783","HOU",5,"2012"
"44784","HOU",5,"2012"
"44785","HOU",5,"2012"
"44786","HOU",6,"2012"
"44787","HOU",12,"2012"
"44788","HOU",6,"2012"
"44789","HOU",1,"2012"
"44790","HOU",15,"2012"
"44791","HOU",3,"2012"
"44792","HOU",7,"2012"
"44793","MIN",6,"2012"
"44794","MIN",-1,"2012"
"44795","MIN",0,"2012"
"44796","MIN",3,"2012"
"44797","MIN",-2,"2012"
"44798","MIN",2,"2012"
"44799","MIN",2,"2012"
"44800","MIN",2,"2012"
"44801","MIN",3,"2012"
"44802","MIN",-3,"2012"
"44803","MIN",3,"2012"
"44804","MIN",3,"2012"
"44805","MIN",1,"2012"
"44806","MIN",9,"2012"
"44807","MIN",-4,"2012"
"44808","PIT",7,"2012"
"44809","PIT",5,"2012"
"44810","PIT",3,"2012"
"44811","PIT",0,"2012"
"44812","PIT",0,"2012"
"44813","PIT",4,"2012"
"44814","PIT",7,"2012"
"44815","PIT",1,"2012"
"44816","PIT",7,"2012"
"44817","PIT",9,"2012"
"44818","PIT",13,"2012"
"44819","PIT",2,"2012"
"44820","PIT",8,"2012"
"44821","PIT",1,"2012"
"44822","PIT",2,"2012"
"44823","PIT",12,"2012"
"44824","PIT",2,"2012"
"44825","PIT",5,"2012"
"44826","PIT",3,"2012"
"44827","BUF",2,"2012"
"44828","BUF",2,"2012"
"44829","BUF",16,"2012"
"44830","BUF",83,"2012"
"44831","BUF",1,"2012"
"44832","BUF",4,"2012"
"44833","BUF",2,"2012"
"44834","BUF",4,"2012"
"44835","BUF",25,"2012"
"44836","BUF",1,"2012"
"44837","BUF",-1,"2012"
"44838","BUF",9,"2012"
"44839","BUF",8,"2012"
"44840","BUF",3,"2012"
"44841","BUF",1,"2012"
"44842","BUF",5,"2012"
"44843","BUF",3,"2012"
"44844","BUF",27,"2012"
"44845","IND",2,"2012"
"44846","IND",3,"2012"
"44847","IND",5,"2012"
"44848","IND",0,"2012"
"44849","IND",9,"2012"
"44850","IND",5,"2012"
"44851","IND",6,"2012"
"44852","IND",3,"2012"
"44853","IND",4,"2012"
"44854","IND",4,"2012"
"44855","IND",2,"2012"
"44856","IND",3,"2012"
