"full_name","year","rushing_yds"
"84091","Fred Jackson",2010,4
"84092","Fred Jackson",2010,-1
"84093","Fred Jackson",2010,5
"84094","Fred Jackson",2010,3
"84095","Fred Jackson",2010,5
"84096","Fred Jackson",2010,3
"84097","Fred Jackson",2010,3
"84098","Fred Jackson",2010,6
"84099","Fred Jackson",2010,6
"84100","Fred Jackson",2010,2
"84101","Fred Jackson",2010,5
"84102","Fred Jackson",2010,2
"84103","Fred Jackson",2010,3
"84104","Fred Jackson",2010,4
"84105","Fred Jackson",2010,-2
"84106","Fred Jackson",2010,3
"84107","Fred Jackson",2010,4
"84108","Fred Jackson",2010,5
"84109","Fred Jackson",2010,3
"84110","Fred Jackson",2010,5
"84111","Fred Jackson",2010,1
"84112","Fred Jackson",2010,0
"84113","Fred Jackson",2010,1
"84114","Fred Jackson",2010,5
"84115","Fred Jackson",2010,2
"84116","Fred Jackson",2010,4
"84117","Fred Jackson",2010,3
"84118","Fred Jackson",2010,19
"84119","Fred Jackson",2010,3
"84120","Fred Jackson",2010,9
"84121","Fred Jackson",2010,0
"84122","Fred Jackson",2010,2
"84123","Fred Jackson",2010,7
"84124","Fred Jackson",2010,4
"84125","Fred Jackson",2010,0
"84126","Fred Jackson",2010,2
"84127","Fred Jackson",2010,2
"84128","Fred Jackson",2010,3
"84129","Fred Jackson",2010,1
"84130","Fred Jackson",2010,7
"84131","Fred Jackson",2010,1
"84132","Fred Jackson",2010,4
"84133","Fred Jackson",2010,3
"84134","Fred Jackson",2010,0
"84135","Fred Jackson",2010,7
"84136","Fred Jackson",2010,4
"84137","Fred Jackson",2010,-1
"84138","Fred Jackson",2010,0
"84139","Fred Jackson",2010,3
"84140","Fred Jackson",2010,27
"84141","Fred Jackson",2010,2
"84142","Fred Jackson",2010,10
"84143","Fred Jackson",2010,6
"84144","Fred Jackson",2010,5
"84145","Fred Jackson",2010,4
"84146","Fred Jackson",2010,5
"84147","Fred Jackson",2010,2
"84148","Fred Jackson",2010,3
"84149","Fred Jackson",2010,1
"84150","Fred Jackson",2010,3
"84151","Fred Jackson",2010,6
"84152","Fred Jackson",2010,7
"84153","Fred Jackson",2010,3
"84154","Fred Jackson",2010,4
"84155","Fred Jackson",2010,4
"84156","Fred Jackson",2010,5
"84157","Fred Jackson",2010,2
"84158","Fred Jackson",2010,6
"84159","Fred Jackson",2010,-2
"84160","Fred Jackson",2010,3
"84161","Fred Jackson",2010,2
"84162","Fred Jackson",2010,2
"84163","Fred Jackson",2010,-2
"84164","Fred Jackson",2010,3
"84165","Fred Jackson",2010,5
"71632","Fred Jackson",2011,9
"71633","Fred Jackson",2011,5
"71634","Fred Jackson",2011,4
"71635","Fred Jackson",2011,1
"71636","Fred Jackson",2011,6
"71637","Fred Jackson",2011,6
"71638","Fred Jackson",2011,3
"71639","Fred Jackson",2011,8
"71640","Fred Jackson",2011,1
"71641","Fred Jackson",2011,1
"71642","Fred Jackson",2011,2
"71643","Fred Jackson",2011,14
"71644","Fred Jackson",2011,-3
"71645","Fred Jackson",2011,24
"71646","Fred Jackson",2011,9
"71647","Fred Jackson",2011,5
"71648","Fred Jackson",2011,0
"71649","Fred Jackson",2011,3
"71650","Fred Jackson",2011,3
"71651","Fred Jackson",2011,11
"71652","Fred Jackson",2011,1
"71653","Fred Jackson",2011,1
"71654","Fred Jackson",2011,34
"71655","Fred Jackson",2011,-1
"71656","Fred Jackson",2011,0
"71657","Fred Jackson",2011,5
"71658","Fred Jackson",2011,2
"71659","Fred Jackson",2011,2
"71660","Fred Jackson",2011,43
"71661","Fred Jackson",2011,0
"71662","Fred Jackson",2011,29
"71663","Fred Jackson",2011,1
"71664","Fred Jackson",2011,2
"71665","Fred Jackson",2011,0
"71666","Fred Jackson",2011,-2
"71667","Fred Jackson",2011,7
"71668","Fred Jackson",2011,1
"71669","Fred Jackson",2011,0
"71670","Fred Jackson",2011,11
"71671","Fred Jackson",2011,21
"71672","Fred Jackson",2011,4
"71673","Fred Jackson",2011,6
"71674","Fred Jackson",2011,18
"71675","Fred Jackson",2011,3
"71676","Fred Jackson",2011,3
"71677","Fred Jackson",2011,-1
"71678","Fred Jackson",2011,1
"71679","Fred Jackson",2011,3
"71680","Fred Jackson",2011,4
"71681","Fred Jackson",2011,2
"71682","Fred Jackson",2011,4
"71683","Fred Jackson",2011,-1
"71684","Fred Jackson",2011,4
"71685","Fred Jackson",2011,9
"71686","Fred Jackson",2011,21
"71687","Fred Jackson",2011,2
"71688","Fred Jackson",2011,2
"71689","Fred Jackson",2011,0
"71690","Fred Jackson",2011,2
"71691","Fred Jackson",2011,9
"71692","Fred Jackson",2011,4
"71693","Fred Jackson",2011,3
"71694","Fred Jackson",2011,0
"71695","Fred Jackson",2011,-2
"71696","Fred Jackson",2011,7
"71697","Fred Jackson",2011,4
"71698","Fred Jackson",2011,15
"71699","Fred Jackson",2011,4
"71700","Fred Jackson",2011,1
"71701","Fred Jackson",2011,5
"71702","Fred Jackson",2011,-4
"71703","Fred Jackson",2011,4
"71704","Fred Jackson",2011,9
"71705","Fred Jackson",2011,3
"71706","Fred Jackson",2011,5
"71707","Fred Jackson",2011,4
"71708","Fred Jackson",2011,-2
"71709","Fred Jackson",2011,3
"71710","Fred Jackson",2011,22
"71711","Fred Jackson",2011,4
"71712","Fred Jackson",2011,2
"71713","Fred Jackson",2011,6
"71714","Fred Jackson",2011,2
"71715","Fred Jackson",2011,1
"71716","Fred Jackson",2011,2
"71717","Fred Jackson",2011,1
"71718","Fred Jackson",2011,11
"71719","Fred Jackson",2011,2
"71720","Fred Jackson",2011,1
"71721","Fred Jackson",2011,-1
"71722","Fred Jackson",2011,2
"71723","Fred Jackson",2011,80
"71724","Fred Jackson",2011,7
"71725","Fred Jackson",2011,-1
"71726","Fred Jackson",2011,4
"71727","Fred Jackson",2011,6
"71728","Fred Jackson",2011,0
"71729","Fred Jackson",2011,5
"71730","Fred Jackson",2011,4
"71731","Fred Jackson",2011,0
"71732","Fred Jackson",2011,1
"71733","Fred Jackson",2011,1
"71734","Fred Jackson",2011,6
"71735","Fred Jackson",2011,3
"71736","Fred Jackson",2011,0
"71737","Fred Jackson",2011,3
"71738","Fred Jackson",2011,-2
"71739","Fred Jackson",2011,5
"71740","Fred Jackson",2011,13
"71741","Fred Jackson",2011,2
"71742","Fred Jackson",2011,3
"71743","Fred Jackson",2011,4
"71744","Fred Jackson",2011,6
"71745","Fred Jackson",2011,3
"71746","Fred Jackson",2011,1
"71747","Fred Jackson",2011,5
"71748","Fred Jackson",2011,1
"71749","Fred Jackson",2011,1
"71750","Fred Jackson",2011,43
"71751","Fred Jackson",2011,4
"71752","Fred Jackson",2011,2
"71753","Fred Jackson",2011,2
"71754","Fred Jackson",2011,7
"71755","Fred Jackson",2011,-4
"71756","Fred Jackson",2011,1
"71757","Fred Jackson",2011,5
"71758","Fred Jackson",2011,4
"71759","Fred Jackson",2011,0
"71760","Fred Jackson",2011,3
"71761","Fred Jackson",2011,9
"71762","Fred Jackson",2011,1
"71763","Fred Jackson",2011,1
"71764","Fred Jackson",2011,4
"71765","Fred Jackson",2011,14
"71766","Fred Jackson",2011,3
"71767","Fred Jackson",2011,4
"71768","Fred Jackson",2011,5
"71769","Fred Jackson",2011,-1
"71770","Fred Jackson",2011,5
"71771","Fred Jackson",2011,4
"71772","Fred Jackson",2011,3
"71773","Fred Jackson",2011,8
"71774","Fred Jackson",2011,1
"71775","Fred Jackson",2011,3
"71776","Fred Jackson",2011,0
"71777","Fred Jackson",2011,6
"71778","Fred Jackson",2011,1
"71779","Fred Jackson",2011,-1
"71780","Fred Jackson",2011,0
"71781","Fred Jackson",2011,23
"71782","Fred Jackson",2011,2
"71783","Fred Jackson",2011,3
"71784","Fred Jackson",2011,4
"71785","Fred Jackson",2011,19
"71786","Fred Jackson",2011,13
"71787","Fred Jackson",2011,2
"71788","Fred Jackson",2011,19
"71789","Fred Jackson",2011,11
"71790","Fred Jackson",2011,9
"71791","Fred Jackson",2011,8
"71792","Fred Jackson",2011,5
"71793","Fred Jackson",2011,15
"71794","Fred Jackson",2011,4
"71795","Fred Jackson",2011,-3
"71796","Fred Jackson",2011,3
"71797","Fred Jackson",2011,6
"71798","Fred Jackson",2011,2
"71799","Fred Jackson",2011,2
"71800","Fred Jackson",2011,4
"71801","Fred Jackson",2011,3
"56627","Fred Jackson",2012,2
"56628","Fred Jackson",2012,-3
"56629","Fred Jackson",2012,4
"56630","Fred Jackson",2012,2
"56631","Fred Jackson",2012,3
"56632","Fred Jackson",2012,7
"56633","Fred Jackson",2012,11
"56634","Fred Jackson",2012,0
"56635","Fred Jackson",2012,5
"56636","Fred Jackson",2012,3
"56637","Fred Jackson",2012,-3
"56638","Fred Jackson",2012,5
"56639","Fred Jackson",2012,1
"56640","Fred Jackson",2012,-2
"56641","Fred Jackson",2012,0
"56642","Fred Jackson",2012,4
"56643","Fred Jackson",2012,-2
"56644","Fred Jackson",2012,2
"56645","Fred Jackson",2012,5
"56646","Fred Jackson",2012,4
"56647","Fred Jackson",2012,-1
"56648","Fred Jackson",2012,4
"56649","Fred Jackson",2012,4
"56650","Fred Jackson",2012,7
"56651","Fred Jackson",2012,4
"56652","Fred Jackson",2012,2
"56653","Fred Jackson",2012,4
"56654","Fred Jackson",2012,1
"56655","Fred Jackson",2012,4
"56656","Fred Jackson",2012,4
"56657","Fred Jackson",2012,6
"56658","Fred Jackson",2012,3
"56659","Fred Jackson",2012,6
"56660","Fred Jackson",2012,1
"56661","Fred Jackson",2012,1
"56662","Fred Jackson",2012,4
"56663","Fred Jackson",2012,0
"56664","Fred Jackson",2012,1
"56665","Fred Jackson",2012,3
"56666","Fred Jackson",2012,7
"56667","Fred Jackson",2012,3
"56668","Fred Jackson",2012,1
"56669","Fred Jackson",2012,2
"56670","Fred Jackson",2012,7
"56671","Fred Jackson",2012,12
"56672","Fred Jackson",2012,9
"56673","Fred Jackson",2012,1
"56674","Fred Jackson",2012,12
"56675","Fred Jackson",2012,8
"56676","Fred Jackson",2012,5
"56677","Fred Jackson",2012,7
"56678","Fred Jackson",2012,13
"56679","Fred Jackson",2012,4
"56680","Fred Jackson",2012,1
"56681","Fred Jackson",2012,-1
"56682","Fred Jackson",2012,13
"56683","Fred Jackson",2012,4
"56684","Fred Jackson",2012,2
"56685","Fred Jackson",2012,2
"56686","Fred Jackson",2012,5
"56687","Fred Jackson",2012,2
"56688","Fred Jackson",2012,9
"56689","Fred Jackson",2012,5
"56690","Fred Jackson",2012,2
"56691","Fred Jackson",2012,14
"56692","Fred Jackson",2012,0
"56693","Fred Jackson",2012,2
"56694","Fred Jackson",2012,0
"56695","Fred Jackson",2012,4
"56696","Fred Jackson",2012,0
"56697","Fred Jackson",2012,1
"56698","Fred Jackson",2012,9
"56699","Fred Jackson",2012,2
"56700","Fred Jackson",2012,13
"56701","Fred Jackson",2012,12
"56702","Fred Jackson",2012,4
"56703","Fred Jackson",2012,-3
"56704","Fred Jackson",2012,4
"56705","Fred Jackson",2012,0
"56706","Fred Jackson",2012,7
"56707","Fred Jackson",2012,4
"56708","Fred Jackson",2012,0
"56709","Fred Jackson",2012,0
"56710","Fred Jackson",2012,5
"56711","Fred Jackson",2012,10
"56712","Fred Jackson",2012,9
"56713","Fred Jackson",2012,3
"56714","Fred Jackson",2012,-3
"56715","Fred Jackson",2012,-1
"56716","Fred Jackson",2012,15
"56717","Fred Jackson",2012,4
"56718","Fred Jackson",2012,9
"56719","Fred Jackson",2012,5
"56720","Fred Jackson",2012,6
"56721","Fred Jackson",2012,3
"56722","Fred Jackson",2012,3
"56723","Fred Jackson",2012,7
"56724","Fred Jackson",2012,4
"56725","Fred Jackson",2012,3
"56726","Fred Jackson",2012,14
"56727","Fred Jackson",2012,2
"56728","Fred Jackson",2012,-2
"56729","Fred Jackson",2012,5
"56730","Fred Jackson",2012,2
"56731","Fred Jackson",2012,2
"56732","Fred Jackson",2012,4
"56733","Fred Jackson",2012,2
"56734","Fred Jackson",2012,3
"56735","Fred Jackson",2012,-3
"56736","Fred Jackson",2012,-1
"56737","Fred Jackson",2012,-1
"56738","Fred Jackson",2012,14
"56739","Fred Jackson",2012,-1
"56740","Fred Jackson",2012,-1
"56741","Fred Jackson",2012,2
"41816","Fred Jackson",2013,3
"41817","Fred Jackson",2013,3
"41818","Fred Jackson",2013,7
"41819","Fred Jackson",2013,13
"41820","Fred Jackson",2013,2
"41821","Fred Jackson",2013,2
"41822","Fred Jackson",2013,10
"41823","Fred Jackson",2013,4
"41824","Fred Jackson",2013,1
"41825","Fred Jackson",2013,7
"41826","Fred Jackson",2013,2
"41827","Fred Jackson",2013,7
"41828","Fred Jackson",2013,6
"41829","Fred Jackson",2013,5
"41830","Fred Jackson",2013,5
"41831","Fred Jackson",2013,-4
"41832","Fred Jackson",2013,5
"41833","Fred Jackson",2013,1
"41834","Fred Jackson",2013,4
"41835","Fred Jackson",2013,2
"41836","Fred Jackson",2013,3
"41837","Fred Jackson",2013,3
"41838","Fred Jackson",2013,2
"41839","Fred Jackson",2013,4
"41840","Fred Jackson",2013,0
"41841","Fred Jackson",2013,59
"41842","Fred Jackson",2013,8
"41843","Fred Jackson",2013,2
"41844","Fred Jackson",2013,-1
"41845","Fred Jackson",2013,-1
"41846","Fred Jackson",2013,4
"41847","Fred Jackson",2013,1
"41848","Fred Jackson",2013,1
"41849","Fred Jackson",2013,8
"41850","Fred Jackson",2013,6
"41851","Fred Jackson",2013,16
"41852","Fred Jackson",2013,0
"41853","Fred Jackson",2013,5
"41854","Fred Jackson",2013,8
"41855","Fred Jackson",2013,5
"41856","Fred Jackson",2013,5
"41857","Fred Jackson",2013,10
"41858","Fred Jackson",2013,4
"41859","Fred Jackson",2013,9
"41860","Fred Jackson",2013,3
"41861","Fred Jackson",2013,1
"41862","Fred Jackson",2013,2
"41863","Fred Jackson",2013,4
"41864","Fred Jackson",2013,2
"41865","Fred Jackson",2013,1
"41866","Fred Jackson",2013,4
"41867","Fred Jackson",2013,11
"41868","Fred Jackson",2013,2
"41869","Fred Jackson",2013,0
"41870","Fred Jackson",2013,4
"41871","Fred Jackson",2013,3
"41872","Fred Jackson",2013,2
"41873","Fred Jackson",2013,5
"41874","Fred Jackson",2013,9
"41875","Fred Jackson",2013,-1
"41876","Fred Jackson",2013,2
"41877","Fred Jackson",2013,5
"41878","Fred Jackson",2013,1
"41879","Fred Jackson",2013,0
"41880","Fred Jackson",2013,3
"41881","Fred Jackson",2013,8
"41882","Fred Jackson",2013,-2
"41883","Fred Jackson",2013,11
"41884","Fred Jackson",2013,1
"41885","Fred Jackson",2013,0
"41886","Fred Jackson",2013,0
"41887","Fred Jackson",2013,2
"41888","Fred Jackson",2013,4
"41889","Fred Jackson",2013,1
"41890","Fred Jackson",2013,10
"41891","Fred Jackson",2013,3
"41892","Fred Jackson",2013,1
"41893","Fred Jackson",2013,4
"41894","Fred Jackson",2013,-1
"41895","Fred Jackson",2013,6
"41896","Fred Jackson",2013,3
"41897","Fred Jackson",2013,0
"41898","Fred Jackson",2013,4
"41899","Fred Jackson",2013,1
"41900","Fred Jackson",2013,5
"41901","Fred Jackson",2013,10
"41902","Fred Jackson",2013,15
"41903","Fred Jackson",2013,5
"41904","Fred Jackson",2013,3
"41905","Fred Jackson",2013,14
"41906","Fred Jackson",2013,5
"41907","Fred Jackson",2013,0
"41908","Fred Jackson",2013,2
"41909","Fred Jackson",2013,-1
"41910","Fred Jackson",2013,-3
"41911","Fred Jackson",2013,-2
"41912","Fred Jackson",2013,0
"41913","Fred Jackson",2013,3
"41914","Fred Jackson",2013,2
"41915","Fred Jackson",2013,1
"41916","Fred Jackson",2013,1
"41917","Fred Jackson",2013,3
"41918","Fred Jackson",2013,8
"41919","Fred Jackson",2013,1
"41920","Fred Jackson",2013,1
"41921","Fred Jackson",2013,8
"41922","Fred Jackson",2013,2
"41923","Fred Jackson",2013,8
"41924","Fred Jackson",2013,0
"41925","Fred Jackson",2013,0
"41926","Fred Jackson",2013,7
"41927","Fred Jackson",2013,3
"41928","Fred Jackson",2013,15
"41929","Fred Jackson",2013,3
"41930","Fred Jackson",2013,-1
"41931","Fred Jackson",2013,13
"41932","Fred Jackson",2013,6
"41933","Fred Jackson",2013,6
"41934","Fred Jackson",2013,2
"41935","Fred Jackson",2013,5
"41936","Fred Jackson",2013,1
"41937","Fred Jackson",2013,1
"41938","Fred Jackson",2013,4
"41939","Fred Jackson",2013,8
"41940","Fred Jackson",2013,9
"41941","Fred Jackson",2013,3
"41942","Fred Jackson",2013,4
"41943","Fred Jackson",2013,1
"41944","Fred Jackson",2013,11
"41945","Fred Jackson",2013,3
"41946","Fred Jackson",2013,4
"41947","Fred Jackson",2013,1
"41948","Fred Jackson",2013,3
"41949","Fred Jackson",2013,2
"41950","Fred Jackson",2013,7
"41951","Fred Jackson",2013,2
"41952","Fred Jackson",2013,4
"41953","Fred Jackson",2013,1
"41954","Fred Jackson",2013,1
"41955","Fred Jackson",2013,4
"41956","Fred Jackson",2013,2
"41957","Fred Jackson",2013,4
"41958","Fred Jackson",2013,7
"41959","Fred Jackson",2013,2
"41960","Fred Jackson",2013,1
"41961","Fred Jackson",2013,4
"41962","Fred Jackson",2013,4
"41963","Fred Jackson",2013,5
"41964","Fred Jackson",2013,3
"41965","Fred Jackson",2013,8
"41966","Fred Jackson",2013,1
"41967","Fred Jackson",2013,3
"41968","Fred Jackson",2013,1
"41969","Fred Jackson",2013,4
"41970","Fred Jackson",2013,4
"41971","Fred Jackson",2013,3
"41972","Fred Jackson",2013,0
"41973","Fred Jackson",2013,2
"41974","Fred Jackson",2013,3
"41975","Fred Jackson",2013,4
"41976","Fred Jackson",2013,11
"41977","Fred Jackson",2013,4
"41978","Fred Jackson",2013,8
"41979","Fred Jackson",2013,9
"41980","Fred Jackson",2013,19
"41981","Fred Jackson",2013,1
"41982","Fred Jackson",2013,4
"41983","Fred Jackson",2013,1
"41984","Fred Jackson",2013,0
"41985","Fred Jackson",2013,5
"41986","Fred Jackson",2013,5
"41987","Fred Jackson",2013,0
"41988","Fred Jackson",2013,4
"41989","Fred Jackson",2013,0
"41990","Fred Jackson",2013,9
"41991","Fred Jackson",2013,5
"41992","Fred Jackson",2013,6
"41993","Fred Jackson",2013,0
"41994","Fred Jackson",2013,2
"41995","Fred Jackson",2013,9
"41996","Fred Jackson",2013,14
"41997","Fred Jackson",2013,3
"41998","Fred Jackson",2013,13
"41999","Fred Jackson",2013,4
"42000","Fred Jackson",2013,8
"42001","Fred Jackson",2013,6
"42002","Fred Jackson",2013,6
"42003","Fred Jackson",2013,13
"42004","Fred Jackson",2013,2
"42005","Fred Jackson",2013,6
"42006","Fred Jackson",2013,2
"42007","Fred Jackson",2013,1
"42008","Fred Jackson",2013,2
"42009","Fred Jackson",2013,3
"42010","Fred Jackson",2013,2
"42011","Fred Jackson",2013,4
"42012","Fred Jackson",2013,1
"42013","Fred Jackson",2013,12
"42014","Fred Jackson",2013,2
"42015","Fred Jackson",2013,5
"42016","Fred Jackson",2013,2
"42017","Fred Jackson",2013,16
"42018","Fred Jackson",2013,4
"42019","Fred Jackson",2013,5
"42020","Fred Jackson",2013,5
"42021","Fred Jackson",2013,0
"42022","Fred Jackson",2013,-1
"29586","Fred Jackson",2014,5
"29587","Fred Jackson",2014,3
"29588","Fred Jackson",2014,2
"29589","Fred Jackson",2014,4
"29590","Fred Jackson",2014,4
"29591","Fred Jackson",2014,5
"29592","Fred Jackson",2014,38
"29593","Fred Jackson",2014,11
"29594","Fred Jackson",2014,3
"29595","Fred Jackson",2014,2
"29596","Fred Jackson",2014,4
"29597","Fred Jackson",2014,0
"29598","Fred Jackson",2014,-2
"29599","Fred Jackson",2014,2
"29600","Fred Jackson",2014,0
"29601","Fred Jackson",2014,1
"29602","Fred Jackson",2014,0
"29603","Fred Jackson",2014,1
"29604","Fred Jackson",2014,2
"29605","Fred Jackson",2014,2
"29606","Fred Jackson",2014,2
"29607","Fred Jackson",2014,3
"29608","Fred Jackson",2014,17
"29609","Fred Jackson",2014,2
"29610","Fred Jackson",2014,8
"29611","Fred Jackson",2014,9
"29612","Fred Jackson",2014,0
"29613","Fred Jackson",2014,0
"29614","Fred Jackson",2014,1
"29615","Fred Jackson",2014,14
"29616","Fred Jackson",2014,7
"29617","Fred Jackson",2014,2
"29618","Fred Jackson",2014,5
"29619","Fred Jackson",2014,5
"29620","Fred Jackson",2014,2
"29621","Fred Jackson",2014,8
"29622","Fred Jackson",2014,7
"29623","Fred Jackson",2014,5
"29624","Fred Jackson",2014,10
"29625","Fred Jackson",2014,1
"29626","Fred Jackson",2014,3
"29627","Fred Jackson",2014,1
"29628","Fred Jackson",2014,3
"29629","Fred Jackson",2014,2
"29630","Fred Jackson",2014,4
"29631","Fred Jackson",2014,8
"29632","Fred Jackson",2014,5
"29633","Fred Jackson",2014,2
"29634","Fred Jackson",2014,6
"29635","Fred Jackson",2014,2
"29636","Fred Jackson",2014,0
"29637","Fred Jackson",2014,-4
"29638","Fred Jackson",2014,1
"29639","Fred Jackson",2014,8
"29640","Fred Jackson",2014,4
"29641","Fred Jackson",2014,0
"29642","Fred Jackson",2014,10
"29643","Fred Jackson",2014,1
"29644","Fred Jackson",2014,-1
"29645","Fred Jackson",2014,6
"29646","Fred Jackson",2014,2
"29647","Fred Jackson",2014,-1
"29648","Fred Jackson",2014,2
"29649","Fred Jackson",2014,4
"29650","Fred Jackson",2014,7
"29651","Fred Jackson",2014,2
"29652","Fred Jackson",2014,-1
"29653","Fred Jackson",2014,6
"29654","Fred Jackson",2014,5
"29655","Fred Jackson",2014,4
"29656","Fred Jackson",2014,3
"29657","Fred Jackson",2014,3
"29658","Fred Jackson",2014,4
"29659","Fred Jackson",2014,0
"29660","Fred Jackson",2014,5
"29661","Fred Jackson",2014,4
"29662","Fred Jackson",2014,1
"29663","Fred Jackson",2014,6
"29664","Fred Jackson",2014,7
"29665","Fred Jackson",2014,8
"29666","Fred Jackson",2014,5
"29667","Fred Jackson",2014,6
"29668","Fred Jackson",2014,3
"29669","Fred Jackson",2014,1
"29670","Fred Jackson",2014,2
"29671","Fred Jackson",2014,-1
"29672","Fred Jackson",2014,3
"29673","Fred Jackson",2014,-1
"29674","Fred Jackson",2014,4
"29675","Fred Jackson",2014,3
"29676","Fred Jackson",2014,1
"29677","Fred Jackson",2014,7
"29678","Fred Jackson",2014,12
"29679","Fred Jackson",2014,2
"29680","Fred Jackson",2014,9
"29681","Fred Jackson",2014,1
"29682","Fred Jackson",2014,0
"29683","Fred Jackson",2014,3
"29684","Fred Jackson",2014,4
"29685","Fred Jackson",2014,6
"29686","Fred Jackson",2014,-1
"29687","Fred Jackson",2014,3
"29688","Fred Jackson",2014,-5
"29689","Fred Jackson",2014,3
"29690","Fred Jackson",2014,2
"29691","Fred Jackson",2014,1
"29692","Fred Jackson",2014,6
"29693","Fred Jackson",2014,10
"29694","Fred Jackson",2014,5
"29695","Fred Jackson",2014,3
"29696","Fred Jackson",2014,2
"29697","Fred Jackson",2014,13
"29698","Fred Jackson",2014,2
"29699","Fred Jackson",2014,4
"29700","Fred Jackson",2014,6
"29701","Fred Jackson",2014,2
"29702","Fred Jackson",2014,2
"29703","Fred Jackson",2014,3
"29704","Fred Jackson",2014,0
"29705","Fred Jackson",2014,2
"29706","Fred Jackson",2014,2
"29707","Fred Jackson",2014,2
"29708","Fred Jackson",2014,3
"29709","Fred Jackson",2014,1
"29710","Fred Jackson",2014,3
"29711","Fred Jackson",2014,6
"29712","Fred Jackson",2014,4
"29713","Fred Jackson",2014,2
"29714","Fred Jackson",2014,4
"29715","Fred Jackson",2014,4
"29716","Fred Jackson",2014,6
"29717","Fred Jackson",2014,3
"29718","Fred Jackson",2014,8
"29719","Fred Jackson",2014,1
"29720","Fred Jackson",2014,-1
"29721","Fred Jackson",2014,6
"29722","Fred Jackson",2014,7
"29723","Fred Jackson",2014,2
"29724","Fred Jackson",2014,6
"29725","Fred Jackson",2014,-2
"29726","Fred Jackson",2014,-2
"29727","Fred Jackson",2014,1
"14598","Fred Jackson",2015,5
"14599","Fred Jackson",2015,7
"14600","Fred Jackson",2015,1
"14601","Fred Jackson",2015,8
"14602","Fred Jackson",2015,5
"14603","Fred Jackson",2015,4
"14604","Fred Jackson",2015,16
"14605","Fred Jackson",2015,1
"14606","Fred Jackson",2015,5
"14607","Fred Jackson",2015,0
"14608","Fred Jackson",2015,2
"14609","Fred Jackson",2015,2
"14610","Fred Jackson",2015,4
"14611","Fred Jackson",2015,5
"14612","Fred Jackson",2015,0
"14613","Fred Jackson",2015,4
"14614","Fred Jackson",2015,5
"14615","Fred Jackson",2015,2
"14616","Fred Jackson",2015,0
"14617","Fred Jackson",2015,3
"14618","Fred Jackson",2015,4
"14619","Fred Jackson",2015,2
"14620","Fred Jackson",2015,-1
"14621","Fred Jackson",2015,5
"14622","Fred Jackson",2015,4
"14623","Fred Jackson",2015,7
"84502","Fred Taylor",2010,8
"84503","Fred Taylor",2010,5
"84504","Fred Taylor",2010,0
"84505","Fred Taylor",2010,5
"84506","Fred Taylor",2010,24
"84507","Fred Taylor",2010,2
"84508","Fred Taylor",2010,5
"84509","Fred Taylor",2010,0
"84510","Fred Taylor",2010,-2
"84511","Fred Taylor",2010,3
"84512","Fred Taylor",2010,8
"84513","Fred Taylor",2010,0
"84514","Fred Taylor",2010,6
"84515","Fred Taylor",2010,7
"84516","Fred Taylor",2010,38
"84517","Fred Taylor",2010,6
"84518","Fred Taylor",2010,2
"84519","Fred Taylor",2010,3
"84520","Fred Taylor",2010,1
"84521","Fred Taylor",2010,-1
"84522","Fred Taylor",2010,3
"84523","Fred Taylor",2010,4
"84524","Fred Taylor",2010,4
"84525","Fred Taylor",2010,1
"84526","Fred Taylor",2010,5
"84527","Fred Taylor",2010,-1
"84528","Fred Taylor",2010,0
"84529","Fred Taylor",2010,6
"84530","Fred Taylor",2010,2
"84531","Fred Taylor",2010,1
"84532","Fred Taylor",2010,10
"84533","Fred Taylor",2010,3
"84534","Fred Taylor",2010,3
"84535","Fred Taylor",2010,-3
"84536","Fred Taylor",2010,5
"84537","Fred Taylor",2010,4
"84538","Fred Taylor",2010,3
"84539","Fred Taylor",2010,0
"84540","Fred Taylor",2010,2
"84541","Fred Taylor",2010,3
"84542","Fred Taylor",2010,8
"84543","Fred Taylor",2010,7
"84544","Fred Taylor",2010,1
"84545","Fred Taylor",2010,2
"96094","Garrett Wolfe",2010,-5
"96095","Garrett Wolfe",2010,7
"96096","Garrett Wolfe",2010,3
"96097","Garrett Wolfe",2010,3
"95668","Gartrell Johnson",2010,23
"95669","Gartrell Johnson",2010,3
"95670","Gartrell Johnson",2010,4
"95671","Gartrell Johnson",2010,-1
"95672","Gartrell Johnson",2010,1
"95673","Gartrell Johnson",2010,2
"95674","Gartrell Johnson",2010,-1
"95675","Gartrell Johnson",2010,4
"95676","Gartrell Johnson",2010,0
"95677","Gartrell Johnson",2010,1
"13290","George Atkinson",2016,3
"13291","George Atkinson",2016,10
"13292","George Atkinson",2016,2
"13293","George Atkinson",2016,1
"13294","George Atkinson",2016,2
"13295","George Atkinson",2016,5
"13296","George Atkinson",2016,11
"13141","George Farmer",2016,1
"39484","George Winn",2014,13
"39485","George Winn",2014,5
"39486","George Winn",2014,6
"39487","George Winn",2014,2
"39488","George Winn",2014,4
"39489","George Winn",2014,16
"39490","George Winn",2014,-3
"39491","George Winn",2014,0
"39492","George Winn",2014,0
"39493","George Winn",2014,6
"39494","George Winn",2014,-1
"39495","George Winn",2014,3
"39496","George Winn",2014,4
"39497","George Winn",2014,4
"39498","George Winn",2014,2
"39499","George Winn",2014,3
"39500","George Winn",2014,2
"39501","George Winn",2014,2
"39502","George Winn",2014,5
"25900","George Winn",2015,0
